"family_id","canonical_key","n_flippers","valid","n_axis","n_diagonal","n_oblique","geometry_class","mean_distance_from_s","max_distance_from_s","mean_manhattan_from_s","max_manhattan_from_s","max_chebyshev_from_s","mean_pairwise_distance","adjacent_components","n_orientations","symmetry_count","gf2_rank","nullity","full_rank","reachable_states_log2","reachable_states","solutions_per_reachable_log2","solutions_per_reachable","distinct_move_rows","distinct_move_columns","mean_move_overlap","max_move_overlap","prop_moves_overlap","prop_overlap_2plus","sd_move_overlap","mean_move_hamming","min_move_hamming","max_move_hamming","sd_move_hamming","mean_local_hamming","min_local_hamming","max_local_hamming","sd_local_hamming","mean_pair_effect","min_pair_effect","max_pair_effect","sd_pair_effect","prop_pair_effect_small","effect_mean_pair_distance","effect_max_pair_distance","effect_sd_pair_distance"
537,"-2:-2|-2:-1|2:-2|2:0",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,1.89574173292382,2,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,1,0.833333333333333,0,0.373300683394721,8.33333333333333,8,10,0.746601366789441,8,8,8,0,8.33333333333333,8,10,0.746601366789441,0,1.89574173292382,2.82842712474619,0.671783101612592
538,"-1:-2|1:2|2:-2|2:2",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,2.00153397218646,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,8,8,8,0,8.33333333333333,6,10,1.10738878536948,0,2.00153397218646,2.82842712474619,0.661531689157382
539,"-2:-2|-2:-1|2:-2|2:2",4,TRUE,0,3,1,"off_axis",2.68033733793459,2.82842712474619,3.75,4,2,1.87858444539843,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,7,6,8,1.01015254455221,8.33333333333333,6,10,1.60128153805087,0,1.87858444539843,2.82842712474619,0.796464745336163
540,"-2:-1|-2:0|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,1.73650581819918,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,7,6,8,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,1.73650581819918,2.82842712474619,0.653662793937545
541,"-1:-2|1:-2|1:2|2:2",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,1.94229805746182,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,8,8,8,0,8.33333333333333,6,10,1.10738878536948,0,1.94229805746182,2.82842712474619,0.603212009882676
542,"-2:-1|-2:2|2:-2|2:-1",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,1.91934853067379,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,8,8,8,0,8.33333333333333,6,10,1.10738878536948,0,1.91934853067379,2.82842712474619,0.679951973631102
543,"-1:-2|0:-2|1:2|2:2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,1.94229805746182,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,8,6,10,2.02030508910442,8.33333333333333,6,10,1.60128153805087,0,1.94229805746182,2.82842712474619,0.603212009882676
544,"-2:-2|-1:-2|0:2|2:2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,2.01934853067379,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,9,8,10,1.01015254455221,8.33333333333333,6,10,1.10738878536948,0,2.01934853067379,2.82842712474619,0.598360270206642
545,"-2:-2|-1:-2|1:2|2:2",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,2.02514076993644,2,4,2,17,8,FALSE,17,131072,8,256,25,25,0.833333333333333,2,0.5,0.333333333333333,0.899027097085065,8.33333333333333,6,10,1.79805419417013,8,6,10,2.02030508910442,8.33333333333333,6,10,1.79805419417013,0,2.02514076993644,2.82842712474619,0.665669973236015
546,"-1:-2|0:-2|1:-1|2:-2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.85432037668651,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,9,8,10,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,1.85432037668651,2.82842712474619,0.539027870445404
547,"-1:-2|0:-2|0:-1|2:-2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,1.77147766421189,2,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,7,6,8,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,1.77147766421189,2.82842712474619,0.634093302982384
548,"-1:-2|-1:-1|0:-2|2:-2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.8128990204492,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,8,8,8,0,8.33333333333333,6,10,1.10738878536948,0,1.8128990204492,2.82842712474619,0.590100878056122
549,"-2:-1|-1:-2|0:-2|2:-2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,1.93650581819917,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,9,8,10,1.01015254455221,8.33333333333333,6,10,1.10738878536948,0,1.93650581819917,2.82842712474619,0.526988526209425
550,"-1:-2|0:-2|2:-2|2:0",4,TRUE,2,1,1,"mixed",2.26612377556149,2.82842712474619,2.75,4,2,2.17213493517384,4,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,3,0.5,0.25,0.98766077251289,8.33333333333333,4,10,1.97532154502578,9,8,10,1.01015254455221,8.33333333333333,4,10,1.97532154502578,0.0833333333333333,2.17213493517384,2.82842712474619,0.559592930816039
551,"-1:-2|0:-2|1:0|2:-2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.03650581819918,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,8,6,10,2.02030508910442,8.33333333333333,6,10,1.60128153805087,0,2.03650581819918,2.82842712474619,0.625960641681523
552,"-1:-2|-1:0|0:-2|2:-2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.0128990204492,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,8,6,10,2.02030508910442,8.33333333333333,6,10,1.60128153805087,0,2.0128990204492,2.82842712474619,0.622037452851217
553,"-2:-1|-2:0|-2:2|0:-2",4,TRUE,2,1,1,"mixed",2.26612377556149,2.82842712474619,2.75,4,2,2.13650581819918,4,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,3,0.5,0.25,0.98766077251289,8.33333333333333,4,10,1.97532154502578,9,8,10,1.01015254455221,8.33333333333333,4,10,1.97532154502578,0.0833333333333333,2.13650581819918,2.82842712474619,0.511362981323306
554,"-1:-2|0:-2|2:-2|2:1",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.19574173292381,4,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,9,8,10,1.01015254455221,8.33333333333333,6,10,1.60128153805087,0,2.19574173292381,2.82842712474619,0.556495225393037
555,"-1:-1|2:-2|2:0|2:1",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.07792717443648,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,9,8,10,1.01015254455221,8.33333333333333,6,10,1.60128153805087,0,2.07792717443648,2.82842712474619,0.559978826721162
556,"-1:-2|0:-2|0:1|2:-2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.0128990204492,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,8,8,8,0,8.33333333333333,6,10,1.37666489859818,0,2.0128990204492,2.82842712474619,0.622037452851217
557,"-1:-1|-1:2|0:2|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.05432037668651,3,8,1,17,8,FALSE,17,131072,8,256,25,25,0.833333333333333,2,0.5,0.333333333333333,0.899027097085065,8.33333333333333,6,10,1.79805419417013,9,8,10,1.01015254455221,8.33333333333333,6,10,1.79805419417013,0,2.05432037668651,2.82842712474619,0.557542016284786
558,"-1:-2|2:-1|2:0|2:2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.16011261594915,4,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,9,8,10,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,2.16011261594915,2.82842712474619,0.509807683148267
559,"-1:-2|0:-2|2:-2|2:2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,2.03650581819918,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,8,8,8,0,8.33333333333333,6,10,1.10738878536948,0,2.03650581819918,2.82842712474619,0.625960641681523
560,"-1:-2|0:-2|1:2|2:-2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,1.93650581819917,2,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,9,8,10,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,1.93650581819917,2.82842712474619,0.526988526209425
561,"-1:-2|0:-2|0:2|2:-2",4,TRUE,2,1,1,"mixed",2.26612377556149,2.82842712474619,2.75,4,2,1.87147766421189,3,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,8,8,8,0,8.33333333333333,6,10,1.37666489859818,0,1.87147766421189,2.82842712474619,0.575008552937376
562,"-1:-2|-1:2|0:-2|2:-2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,1.89508446196187,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,8,8,8,0,8.33333333333333,6,10,1.10738878536948,0,1.89508446196187,2.82842712474619,0.585619218368906
563,"-2:-1|-2:0|-2:2|2:-2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,1.99574173292381,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,9,8,10,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,1.99574173292381,2.82842712474619,0.593497107983451
564,"-2:-2|-1:-1|0:-2|2:-2",4,TRUE,1,3,0,"mixed",2.26776695296637,2.82842712474619,3,4,2,1.91355629141115,1,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,9,8,10,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,1.91355629141115,2.82842712474619,0.613099882745982
565,"-2:-2|-2:0|-2:2|-1:0",4,TRUE,2,2,0,"mixed",2.16421356237309,2.82842712474619,2.75,4,2,1.9128990204492,2,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,7,6,8,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,1.9128990204492,2.82842712474619,0.699855014798309
566,"-2:-2|-2:0|-2:2|0:-2",4,TRUE,2,2,0,"mixed",2.41421356237309,2.82842712474619,3,4,2,2.17213493517384,4,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,3,0.5,0.25,0.98766077251289,8.33333333333333,4,10,1.97532154502578,9,8,10,1.01015254455221,8.33333333333333,4,10,1.97532154502578,0.0833333333333333,2.17213493517384,2.82842712474619,0.559592930816039
567,"-2:-2|-1:0|0:-2|2:-2",4,TRUE,2,2,0,"mixed",2.16421356237309,2.82842712474619,2.75,4,2,2.09574173292382,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,8,6,10,2.02030508910442,8.33333333333333,6,10,1.60128153805087,0,2.09574173292382,2.82842712474619,0.673190239647906
568,"-1:-2|2:-2|2:0|2:2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,2.19574173292381,4,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,9,8,10,1.01015254455221,8.33333333333333,6,10,1.60128153805087,0,2.19574173292381,2.82842712474619,0.556495225393037
569,"-1:-1|2:-2|2:0|2:2",4,TRUE,1,3,0,"mixed",2.26776695296637,2.82842712474619,3,4,2,2.13716308916112,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,9,8,10,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,2.13716308916112,2.82842712474619,0.607850429635522
570,"-1:0|2:-2|2:0|2:2",4,TRUE,2,2,0,"mixed",2.16421356237309,2.82842712474619,2.75,4,2,2.13137084989848,3,4,2,17,8,FALSE,17,131072,8,256,25,25,0.833333333333333,2,0.5,0.333333333333333,0.899027097085065,8.33333333333333,6,10,1.79805419417013,8,8,8,0,8.33333333333333,6,10,1.79805419417013,0,2.13137084989848,2.82842712474619,0.712786628664839
571,"-2:-2|-2:0|-2:2|2:-2",4,TRUE,1,3,0,"mixed",2.62132034355964,2.82842712474619,3.5,4,2,2.01355629141115,3,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,8,8,8,0,8.33333333333333,6,10,1.37666489859818,0,2.01355629141115,2.82842712474619,0.703634265256378
572,"-2:-1|2:-2|2:0|2:2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,1.99574173292381,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,9,8,10,1.01015254455221,8.33333333333333,6,10,1.10738878536948,0,1.99574173292381,2.82842712474619,0.593497107983451
573,"-2:-2|-2:0|-2:2|2:0",4,TRUE,2,2,0,"mixed",2.41421356237309,2.82842712474619,3,4,2,2.0128990204492,3,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,8,8,8,0,8.33333333333333,6,10,1.37666489859818,0,2.0128990204492,2.82842712474619,0.622037452851217
574,"-2:-2|-1:-1|0:-2|0:-1",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.63071357893653,1,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,7,6,8,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,1.63071357893653,2.82842712474619,0.615334799088201
575,"-1:-1|0:-2|1:-1|2:-2",4,TRUE,1,3,0,"mixed",1.9142135623731,2.82842712474619,2.5,4,2,1.81355629141115,1,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,3,0.5,0.25,0.98766077251289,8.33333333333333,4,10,1.97532154502578,10,10,10,0,8.33333333333333,4,10,1.97532154502578,0.0833333333333333,1.81355629141115,2.82842712474619,0.484210213627479
576,"-2:-1|0:-2|1:-1|2:-2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.89574173292382,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,10,10,10,0,8.33333333333333,6,10,1.60128153805087,0,1.89574173292382,2.82842712474619,0.478612905582384
577,"-2:-2|-2:0|-1:-1|0:-2",4,TRUE,2,2,0,"mixed",2.06066017177982,2.82842712474619,2.5,4,2,1.93137084989848,1,4,2,17,8,FALSE,17,131072,8,256,25,25,0.833333333333333,2,0.5,0.333333333333333,0.899027097085065,8.33333333333333,6,10,1.79805419417013,10,10,10,0,8.33333333333333,6,10,1.79805419417013,0,1.93137084989848,2.82842712474619,0.547526397296096
578,"-2:-2|-1:-1|-1:0|0:-2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.75432037668651,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,8,8,8,0,8.33333333333333,6,10,1.10738878536948,0,1.75432037668651,2.82842712474619,0.598479569819794
579,"-1:0|0:-2|1:-1|2:-2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.93716308916112,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,9,8,10,1.01015254455221,8.33333333333333,6,10,1.10738878536948,0,1.93716308916112,2.82842712474619,0.621288236911133
580,"-2:-2|-1:-1|0:-2|2:0",4,TRUE,2,2,0,"mixed",2.06066017177982,2.82842712474619,2.5,4,2,2.03716308916112,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,10,10,10,0,8.33333333333333,6,10,1.60128153805087,0,2.03716308916112,2.82842712474619,0.527011014179131
581,"-1:-2|1:-1|2:-2|2:0",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.03716308916112,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,10,10,10,0,8.33333333333333,6,10,1.60128153805087,0,2.03716308916112,2.82842712474619,0.527011014179131
582,"-1:-1|1:-1|2:-2|2:0",4,TRUE,1,3,0,"mixed",1.9142135623731,2.82842712474619,2.5,4,2,1.89574173292382,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,10,10,10,0,8.33333333333333,6,10,1.60128153805087,0,1.89574173292382,2.82842712474619,0.478612905582384
583,"-1:0|1:-1|2:-2|2:0",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.91355629141115,1,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,9,8,10,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,1.91355629141115,2.82842712474619,0.613099882745982
584,"-1:-1|0:2|1:1|2:2",4,TRUE,1,3,0,"mixed",1.9142135623731,2.82842712474619,2.5,4,2,2.03782036012307,1,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,3,0.5,0.166666666666667,1.06897047752888,8.33333333333333,4,10,2.13794095505776,10,10,10,0,8.33333333333333,4,10,2.13794095505776,0.166666666666667,2.03782036012307,2.82842712474619,0.621188985260314
585,"-1:-2|1:1|2:0|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.12000580163574,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,10,10,10,0,8.33333333333333,6,10,1.37666489859818,0,2.12000580163574,2.82842712474619,0.582690503927722
586,"-2:-2|-2:0|-1:-1|2:-2",4,TRUE,1,3,0,"mixed",2.26776695296637,2.82842712474619,3,4,2,1.93716308916112,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,9,8,10,1.01015254455221,8.33333333333333,6,10,1.10738878536948,0,1.93716308916112,2.82842712474619,0.621288236911133
587,"-2:-1|1:-1|2:-2|2:0",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.81355629141115,1,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,3,0.5,0.25,0.98766077251289,8.33333333333333,4,10,1.97532154502578,10,10,10,0,8.33333333333333,4,10,1.97532154502578,0.0833333333333333,1.81355629141115,2.82842712474619,0.484210213627479
588,"-2:-2|-1:-1|0:-2|0:2",4,TRUE,2,2,0,"mixed",2.06066017177982,2.82842712474619,2.5,4,2,1.85432037668651,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,9,8,10,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,1.85432037668651,2.82842712474619,0.539027870445404
589,"-1:-2|0:2|1:1|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.97858444539843,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,10,10,10,0,8.33333333333333,6,10,1.37666489859818,0,1.97858444539843,2.82842712474619,0.562932394231188
590,"-2:-2|-1:-1|0:-2|2:2",4,TRUE,1,3,0,"mixed",2.26776695296637,2.82842712474619,3,4,2,2.03782036012307,1,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,3,0.5,0.166666666666667,1.06897047752888,8.33333333333333,4,10,2.13794095505776,10,10,10,0,8.33333333333333,4,10,2.13794095505776,0.166666666666667,2.03782036012307,2.82842712474619,0.621188985260314
591,"-1:-1|0:-2|0:-1|2:-2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.7128990204492,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,7,6,8,1.01015254455221,8.33333333333333,6,10,1.10738878536948,0,1.7128990204492,2.82842712474619,0.637684130919746
592,"-2:-1|0:-2|0:-1|2:-2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,1.89508446196187,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,8,6,10,2.02030508910442,8.33333333333333,6,10,1.60128153805087,0,1.89508446196187,2.82842712474619,0.585619218368906
593,"-2:-2|-2:0|-1:0|0:-2",4,TRUE,3,1,0,"mixed",1.95710678118655,2.82842712474619,2.25,4,2,2.0128990204492,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,8,6,10,2.02030508910442,8.33333333333333,6,10,1.60128153805087,0,2.0128990204492,2.82842712474619,0.622037452851217
594,"-2:-2|-1:0|0:-2|0:-1",4,TRUE,3,1,0,"mixed",1.70710678118655,2.82842712474619,2,4,2,1.79508446196187,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,7,6,8,1.01015254455221,8.33333333333333,6,10,1.10738878536948,0,1.79508446196187,2.82842712474619,0.647792640367682
595,"-1:0|0:-2|0:-1|2:-2",4,TRUE,3,1,0,"mixed",1.70710678118655,2.82842712474619,2,4,2,1.85432037668651,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,7,6,8,1.01015254455221,8.33333333333333,6,10,1.10738878536948,0,1.85432037668651,2.82842712474619,0.716081885917476
596,"-2:-2|-2:0|-1:0|0:2",4,TRUE,3,1,0,"mixed",1.95710678118655,2.82842712474619,2.25,4,2,2.03650581819918,3,8,1,17,8,FALSE,17,131072,8,256,25,25,0.833333333333333,2,0.5,0.333333333333333,0.899027097085065,8.33333333333333,6,10,1.79805419417013,8,6,10,2.02030508910442,8.33333333333333,6,10,1.79805419417013,0,2.03650581819918,2.82842712474619,0.625960641681523
597,"-1:-2|1:0|2:-2|2:0",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.09574173292382,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,8,6,10,2.02030508910442,8.33333333333333,6,10,1.60128153805087,0,2.09574173292382,2.82842712474619,0.673190239647906
598,"-1:-1|1:0|2:-2|2:0",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.91869125971184,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,8,6,10,2.02030508910442,8.33333333333333,6,10,1.37666489859818,0,1.91869125971184,2.82842712474619,0.595001260414515
599,"-1:0|1:0|2:-2|2:0",4,TRUE,3,1,0,"mixed",1.70710678118655,2.82842712474619,2,4,2,1.88929222269922,2,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,3,0.5,0.166666666666667,1.06897047752888,8.33333333333333,4,10,2.13794095505776,7,4,10,3.03045763365663,8.33333333333333,4,10,2.13794095505776,0.166666666666667,1.88929222269922,2.82842712474619,0.691676624224108
600,"-1:-1|0:1|0:2|2:2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.97792717443648,2,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,8,6,10,2.02030508910442,8.33333333333333,6,10,1.37666489859818,0,1.97792717443648,2.82842712474619,0.656424737689541
