"family_id","canonical_key","n_flippers","valid","n_axis","n_diagonal","n_oblique","geometry_class","mean_distance_from_s","max_distance_from_s","mean_manhattan_from_s","max_manhattan_from_s","max_chebyshev_from_s","mean_pairwise_distance","adjacent_components","n_orientations","symmetry_count"
860,"-2:-1|0:-1|2:-2|2:2",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,2.0607698869111,2,8,1
861,"-2:-2|-1:0|0:2|2:-2",4,TRUE,2,2,0,"mixed",2.16421356237309,2.82842712474619,2.75,4,2,2.14295532842377,3,8,1
862,"-2:-1|0:1|2:-2|2:2",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,2.14361259938572,2,8,1
863,"-2:-2|-1:0|2:-2|2:2",4,TRUE,1,3,0,"mixed",2.37132034355964,2.82842712474619,3.25,4,2,2.07924171636038,2,8,1
864,"-1:-1|-1:0|2:-2|2:2",4,TRUE,1,3,0,"mixed",2.01776695296637,2.82842712474619,2.75,4,2,2.07924171636038,2,8,1
865,"-1:-1|-1:1|2:-2|2:2",4,TRUE,0,4,0,"diagonal_only",2.12132034355964,2.82842712474619,3,4,2,2.16142715787305,2,4,2
866,"-2:-1|-1:-1|2:-2|2:2",4,TRUE,0,3,1,"off_axis",2.32678394734132,2.82842712474619,3.25,4,2,2.00219124314841,1,8,1
867,"-2:-2|-1:1|0:2|2:-2",4,TRUE,1,3,0,"mixed",2.26776695296637,2.82842712474619,3,4,2,2.10219124314841,2,8,1
868,"-2:-1|-1:1|2:-2|2:2",4,TRUE,0,3,1,"off_axis",2.32678394734132,2.82842712474619,3.25,4,2,2.12579804089839,2,8,1
869,"-2:-2|-1:1|2:-2|2:2",4,TRUE,0,4,0,"diagonal_only",2.47487373415292,2.82842712474619,3.5,4,2,2.06142715787305,2,4,2
870,"-2:-1|-1:0|2:-2|2:2",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,2.06142715787305,1,8,1
871,"-2:-2|-2:2|1:0|2:0",4,TRUE,2,2,0,"mixed",2.16421356237309,2.82842712474619,2.75,4,2,2.07858444539843,2,4,2
872,"-2:-2|-2:2|2:-2|2:2",4,TRUE,0,4,0,"diagonal_only",2.82842712474619,2.82842712474619,4,4,2,1.8142135623731,2,1,8
873,"-2:-1|-2:0|2:-2|2:2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,2.00153397218646,2,8,1
874,"-2:-1|-2:1|2:-2|2:2",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,2.04295532842377,2,4,2
875,"-1:-1|0:-1|1:-1|2:-2",4,TRUE,1,3,0,"mixed",1.6642135623731,2.82842712474619,2.25,4,2,1.65432037668651,1,8,1
876,"-2:-1|0:-1|1:-1|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.75432037668651,1,8,1
877,"-2:-2|-1:-1|-1:0|0:-1",4,TRUE,2,2,0,"mixed",1.56066017177982,2.82842712474619,2,4,2,1.55432037668651,1,4,2
878,"-1:0|0:-1|1:-1|2:-2",4,TRUE,2,2,0,"mixed",1.56066017177982,2.82842712474619,2,4,2,1.73716308916112,1,8,1
879,"-2:-2|-1:-1|-1:0|0:2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.86011261594915,2,8,1
880,"-1:-1|1:-1|1:0|2:-2",4,TRUE,1,3,0,"mixed",1.6642135623731,2.82842712474619,2.25,4,2,1.77792717443648,1,8,1
881,"-1:0|1:-1|1:0|2:-2",4,TRUE,2,2,0,"mixed",1.56066017177982,2.82842712474619,2,4,2,1.79574173292382,1,8,1
882,"-1:-1|0:1|1:1|2:2",4,TRUE,1,3,0,"mixed",1.6642135623731,2.82842712474619,2.25,4,2,1.92000580163574,1,8,1
883,"-1:-2|1:0|1:1|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.00219124314841,2,8,1
884,"-2:-1|1:-1|1:0|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.77792717443648,1,8,1
885,"-2:-2|-1:-1|-1:0|2:0",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.83650581819917,2,8,1
886,"-1:-2|0:1|1:1|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.94295532842377,2,8,1
887,"-2:-2|-1:-1|-1:0|2:2",4,TRUE,1,3,0,"mixed",2.01776695296637,2.82842712474619,2.75,4,2,1.97924171636038,1,8,1
888,"-2:-1|-1:-1|1:-1|2:-2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,1.79574173292382,1,8,1
889,"-1:-1|-1:0|1:-1|2:-2",4,TRUE,1,3,0,"mixed",1.6642135623731,2.82842712474619,2.25,4,2,1.83716308916112,1,8,1
890,"-2:-2|-1:-1|-1:1|0:2",4,TRUE,1,3,0,"mixed",1.9142135623731,2.82842712474619,2.5,4,2,1.91934853067379,1,8,1
891,"-1:-1|1:-1|1:1|2:-2",4,TRUE,0,4,0,"diagonal_only",1.76776695296637,2.82842712474619,2.5,4,2,1.97858444539843,1,4,2
892,"-1:-1|0:1|1:-1|2:-2",4,TRUE,1,3,0,"mixed",1.6642135623731,2.82842712474619,2.25,4,2,1.9607698869111,1,8,1
893,"-1:-1|-1:1|1:-1|2:-2",4,TRUE,0,4,0,"diagonal_only",1.76776695296637,2.82842712474619,2.5,4,2,2.03782036012307,1,8,1
894,"-1:-2|1:-1|1:1|2:2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.08437668466108,2,8,1
895,"-1:-1|1:-1|1:2|2:-2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,1.97858444539843,1,8,1
896,"-1:-1|0:2|1:-1|2:-2",4,TRUE,1,3,0,"mixed",1.9142135623731,2.82842712474619,2.5,4,2,2.00153397218646,2,8,1
897,"-1:-1|-1:2|1:-1|2:-2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.0607698869111,2,8,1
898,"-2:-2|-1:-1|-1:1|2:2",4,TRUE,0,4,0,"diagonal_only",2.12132034355964,2.82842712474619,3,4,2,2.06142715787305,1,8,1
899,"-2:-1|-1:0|1:-1|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.87858444539843,1,8,1
900,"-2:-1|-2:0|1:-1|2:-2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.87792717443648,1,8,1
901,"-1:0|1:-1|1:2|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.02000580163574,1,8,1
902,"-1:-1|1:-2|1:1|2:2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.06142715787305,1,8,1
903,"-1:-2|1:-2|1:1|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.0607698869111,2,8,1
904,"-2:-1|1:-1|1:2|2:-2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,1.97858444539843,1,4,2
905,"-2:-1|0:2|1:-1|2:-2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.0607698869111,2,8,1
906,"-2:-1|-1:2|1:-1|2:-2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.08437668466108,2,8,1
907,"-2:-2|-1:-1|0:1|0:2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.91934853067379,1,8,1
908,"-1:0|0:-1|1:1|2:2",4,TRUE,2,2,0,"mixed",1.56066017177982,2.82842712474619,2,4,2,1.92000580163574,1,4,2
909,"-1:-1|-1:0|1:1|2:2",4,TRUE,1,3,0,"mixed",1.6642135623731,2.82842712474619,2.25,4,2,1.97924171636038,1,8,1
910,"-1:-2|0:-1|1:1|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.04361259938572,1,8,1
911,"-1:0|0:-2|1:1|2:2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,2.04295532842377,2,8,1
912,"-1:-2|-1:0|1:1|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.10219124314841,2,8,1
913,"-2:-2|-1:-1|0:1|2:2",4,TRUE,1,3,0,"mixed",2.01776695296637,2.82842712474619,2.75,4,2,2.10284851411036,1,8,1
914,"-1:-1|0:-2|1:1|2:2",4,TRUE,1,3,0,"mixed",1.9142135623731,2.82842712474619,2.5,4,2,2.06142715787305,1,8,1
915,"-1:-2|0:-2|1:1|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.04295532842377,2,8,1
916,"-2:-2|-1:-1|0:2|2:0",4,TRUE,2,2,0,"mixed",2.06066017177982,2.82842712474619,2.5,4,2,2.14295532842377,3,4,2
917,"-2:-1|0:-2|1:1|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.16656212617375,3,8,1
918,"-1:-2|-1:-1|1:1|2:2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.10284851411036,1,8,1
919,"-2:-2|-1:-1|1:1|2:2",4,TRUE,0,4,0,"diagonal_only",2.12132034355964,2.82842712474619,3,4,2,2.12132034355964,1,2,4
920,"-2:-1|-1:-2|1:1|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.1672193971357,2,4,2
921,"-2:-1|-1:-1|0:-1|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.73650581819918,1,8,1
922,"-1:-1|0:-1|1:0|2:-2",4,TRUE,2,2,0,"mixed",1.56066017177982,2.82842712474619,2,4,2,1.76011261594915,2,8,1
923,"-1:-1|-1:0|0:-1|2:-2",4,TRUE,2,2,0,"mixed",1.56066017177982,2.82842712474619,2,4,2,1.69574173292382,2,8,1
924,"-2:-2|-1:0|-1:1|0:2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.86011261594915,2,8,1
925,"-1:-1|0:-1|1:1|2:-2",4,TRUE,1,3,0,"mixed",1.6642135623731,2.82842712474619,2.25,4,2,1.94295532842377,2,8,1
926,"-1:-1|0:-1|0:1|2:-2",4,TRUE,2,2,0,"mixed",1.56066017177982,2.82842712474619,2,4,2,1.87792717443648,2,8,1
927,"-1:-1|-1:1|0:-1|2:-2",4,TRUE,1,3,0,"mixed",1.6642135623731,2.82842712474619,2.25,4,2,1.91934853067379,2,8,1
928,"-1:-2|1:-1|1:0|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.02514076993644,3,8,1
929,"-1:-1|0:-1|1:2|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.94295532842377,2,8,1
930,"-1:-1|0:-1|0:2|2:-2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.91869125971184,3,8,1
931,"-1:-1|-1:2|0:-1|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.94229805746182,3,8,1
932,"-2:-2|-1:0|-1:1|2:2",4,TRUE,1,3,0,"mixed",2.01776695296637,2.82842712474619,2.75,4,2,2.00219124314841,2,8,1
933,"-2:-1|0:-1|1:0|2:-2",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,1.86011261594915,2,8,1
934,"-2:-1|-1:0|0:-1|2:-2",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,1.83716308916112,1,8,1
935,"-2:-1|-2:0|0:-1|2:-2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,1.91869125971184,2,8,1
936,"-1:-1|1:0|1:2|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.04295532842377,2,8,1
937,"-1:0|1:-2|1:0|2:2",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,2.03716308916112,2,8,1
938,"-1:-1|1:-2|1:0|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.04295532842377,2,8,1
939,"-1:-2|1:-2|1:0|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.10153397218646,3,8,1
940,"-2:-1|0:-1|1:2|2:-2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.04295532842377,2,8,1
941,"-2:-1|0:-1|0:2|2:-2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.07792717443648,3,8,1
942,"-2:-1|-1:2|0:-1|2:-2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.0659048552118,3,8,1
943,"-1:0|0:-1|1:0|2:-2",4,TRUE,3,1,0,"mixed",1.45710678118655,2.82842712474619,1.75,4,2,1.79574173292382,2,8,1
944,"-2:-2|-1:0|0:-1|0:2",4,TRUE,3,1,0,"mixed",1.70710678118655,2.82842712474619,2,4,2,1.91869125971184,3,8,1
945,"-1:-1|0:1|1:0|2:2",4,TRUE,2,2,0,"mixed",1.56066017177982,2.82842712474619,2,4,2,1.94295532842377,2,4,2
946,"-1:-2|0:1|1:0|2:2",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,2.02514076993644,3,8,1
947,"-2:-2|-1:0|0:-1|2:2",4,TRUE,2,2,0,"mixed",1.9142135623731,2.82842712474619,2.5,4,2,2.06142715787305,2,4,2
948,"-2:-2|-1:0|0:1|0:2",4,TRUE,3,1,0,"mixed",1.70710678118655,2.82842712474619,2,4,2,1.87792717443648,2,8,1
949,"-1:-1|0:1|1:0|2:-2",4,TRUE,2,2,0,"mixed",1.56066017177982,2.82842712474619,2,4,2,1.94295532842377,2,8,1
950,"-1:0|0:-1|0:1|2:-2",4,TRUE,3,1,0,"mixed",1.45710678118655,2.82842712474619,1.75,4,2,1.85497764764846,2,8,1
951,"-1:-1|-1:0|0:1|2:2",4,TRUE,2,2,0,"mixed",1.56066017177982,2.82842712474619,2,4,2,1.87858444539843,2,8,1
952,"-1:-2|0:-1|1:0|2:2",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,2.00219124314841,2,8,1
953,"-1:0|0:-1|1:2|2:-2",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,2.00219124314841,2,8,1
954,"-1:0|0:-1|0:2|2:-2",4,TRUE,3,1,0,"mixed",1.70710678118655,2.82842712474619,2,4,2,1.97792717443648,3,8,1
955,"-1:-2|-1:0|0:1|2:2",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,2.00153397218646,3,8,1
956,"-2:-2|-1:0|0:1|2:2",4,TRUE,2,2,0,"mixed",1.9142135623731,2.82842712474619,2.5,4,2,2.06142715787305,2,4,2
957,"-1:-1|0:2|1:0|2:-2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,2.0659048552118,3,8,1
958,"-1:0|0:-2|1:0|2:2",4,TRUE,3,1,0,"mixed",1.70710678118655,2.82842712474619,2,4,2,2.06011261594915,3,8,1
959,"-1:-1|0:-2|1:0|2:2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,2.04295532842377,2,8,1
960,"-1:-2|0:-2|1:0|2:2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.08371941369913,3,8,1
961,"-2:-1|0:2|1:0|2:-2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.12514076993644,3,8,1
962,"-2:-2|-1:0|0:2|2:0",4,TRUE,3,1,0,"mixed",1.95710678118655,2.82842712474619,2.25,4,2,2.16011261594915,4,8,1
963,"-2:-1|0:-2|1:0|2:2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.14809029672447,4,8,1
964,"-1:-1|-1:0|1:0|2:-2",4,TRUE,2,2,0,"mixed",1.56066017177982,2.82842712474619,2,4,2,1.87792717443648,2,8,1
965,"-1:-1|-1:1|1:0|2:-2",4,TRUE,1,3,0,"mixed",1.6642135623731,2.82842712474619,2.25,4,2,2.04295532842377,2,8,1
966,"-1:-1|-1:2|1:0|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.12514076993644,3,8,1
967,"-2:-1|-1:-1|1:0|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.88371941369913,1,8,1
968,"-2:-2|-1:0|1:-1|2:0",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.96011261594915,2,8,1
969,"-1:-2|0:1|1:-1|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.08951165296178,3,8,1
970,"-2:-2|-1:0|1:-1|2:2",4,TRUE,1,3,0,"mixed",2.01776695296637,2.82842712474619,2.75,4,2,2.12579804089839,2,8,1
971,"-1:-1|-1:0|1:0|2:2",4,TRUE,2,2,0,"mixed",1.56066017177982,2.82842712474619,2,4,2,1.93716308916112,2,8,1
972,"-1:-2|-1:0|1:0|2:2",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,2.11934853067379,3,8,1
973,"-2:-1|-1:0|1:0|2:-2",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,1.91934853067379,1,8,1
974,"-2:-2|-1:0|1:0|2:0",4,TRUE,3,1,0,"mixed",1.70710678118655,2.82842712474619,2,4,2,1.9128990204492,2,8,1
975,"-1:-2|0:-1|0:1|2:2",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,2.00153397218646,2,8,1
976,"-2:-2|-1:0|1:0|2:2",4,TRUE,2,2,0,"mixed",1.9142135623731,2.82842712474619,2.5,4,2,2.12000580163574,2,4,2
977,"-1:-2|-1:-1|1:0|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.08437668466108,2,8,1
978,"-1:-1|0:1|1:-2|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.06656212617375,2,8,1
979,"-1:-1|0:-2|0:1|2:2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,2.01934853067379,2,8,1
980,"-1:-2|-1:-1|0:1|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.02514076993644,2,8,1
981,"-2:-1|-1:2|1:0|2:-2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.14874756768642,3,8,1
982,"-2:-1|0:-2|0:1|2:2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.18371941369913,4,8,1
983,"-2:-1|-1:-2|0:1|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.14874756768642,3,8,1
984,"-2:-1|-2:0|1:0|2:-2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,1.91869125971184,2,8,1
985,"-1:-2|0:1|1:-2|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.0659048552118,3,8,1
986,"-1:-2|0:-2|0:1|2:2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.00087670122451,3,8,1
987,"-2:-1|-1:-1|-1:0|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.73716308916112,1,8,1
988,"-2:-1|-2:0|-1:-1|2:-2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.77792717443648,1,8,1
989,"-1:-1|1:1|1:2|2:-2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.04361259938572,1,8,1
990,"-1:0|1:-2|1:-1|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.00219124314841,1,8,1
991,"-1:-1|1:-2|1:-1|2:2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,1.9607698869111,1,8,1
992,"-1:-2|1:-2|1:-1|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,1.98371941369913,2,8,1
993,"-2:-1|-1:-1|1:2|2:-2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.04361259938572,1,8,1
994,"-2:-1|-1:-1|0:2|2:-2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.04295532842377,2,8,1
995,"-2:-1|-1:-1|-1:2|2:-2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,1.98371941369913,2,8,1
996,"-2:-2|-1:1|0:1|0:2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.79574173292382,2,8,1
997,"-1:-1|-1:0|1:1|2:-2",4,TRUE,1,3,0,"mixed",1.6642135623731,2.82842712474619,2.25,4,2,2.00219124314841,2,8,1
998,"-1:-1|-1:0|0:1|2:-2",4,TRUE,2,2,0,"mixed",1.56066017177982,2.82842712474619,2,4,2,1.87858444539843,2,8,1
999,"-1:-1|-1:0|-1:1|2:-2",4,TRUE,1,3,0,"mixed",1.6642135623731,2.82842712474619,2.25,4,2,1.85497764764846,2,8,1
1000,"-1:-2|0:-1|1:-1|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.94295532842377,2,8,1
1001,"-1:-1|-1:0|1:2|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.06142715787305,2,8,1
1002,"-1:-1|-1:0|0:2|2:-2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,2.00153397218646,3,8,1
1003,"-1:-1|-1:0|-1:2|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.97792717443648,3,8,1
1004,"-1:-1|0:2|1:1|2:-2",4,TRUE,1,3,0,"mixed",1.9142135623731,2.82842712474619,2.5,4,2,2.08437668466108,2,8,1
1005,"-1:0|0:-2|1:-1|2:2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,2.04295532842377,2,8,1
1006,"-1:-1|0:-2|1:-1|2:2",4,TRUE,1,3,0,"mixed",1.9142135623731,2.82842712474619,2.5,4,2,1.97858444539843,2,8,1
1007,"-1:-2|0:-2|1:-1|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.98371941369913,2,8,1
1008,"-2:-1|0:2|1:1|2:-2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.14361259938572,2,8,1
1009,"-2:-2|-1:1|0:2|2:0",4,TRUE,2,2,0,"mixed",2.06066017177982,2.82842712474619,2.5,4,2,2.14295532842377,3,8,1
1010,"-2:-1|0:-2|1:-1|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.08371941369913,3,8,1
1011,"-1:-1|-1:1|1:-1|2:2",4,TRUE,0,4,0,"diagonal_only",1.76776695296637,2.82842712474619,2.5,4,2,2.12000580163574,2,4,2
1012,"-1:-1|-1:2|1:1|2:-2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.16656212617375,3,8,1
1013,"-2:-2|-1:1|1:-1|2:2",4,TRUE,0,4,0,"diagonal_only",2.12132034355964,2.82842712474619,3,4,2,2.1672193971357,2,2,4
1014,"-1:-1|-1:0|1:-1|2:2",4,TRUE,1,3,0,"mixed",1.6642135623731,2.82842712474619,2.25,4,2,1.97858444539843,2,8,1
1015,"-1:-2|-1:0|1:-1|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.12514076993644,3,8,1
1016,"-1:-1|0:1|1:2|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.04361259938572,1,8,1
1017,"-1:-1|0:1|0:2|2:-2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,2.00153397218646,2,8,1
1018,"-1:-1|-1:2|0:1|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.04295532842377,2,8,1
1019,"-1:-2|-1:-1|1:-1|2:2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.04295532842377,2,8,1
1020,"-1:-1|-1:1|1:-2|2:2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.14361259938572,2,8,1
1021,"-1:-1|-1:1|0:-2|2:2",4,TRUE,1,3,0,"mixed",1.9142135623731,2.82842712474619,2.5,4,2,2.0607698869111,2,8,1
1022,"-1:-1|-1:1|-1:2|2:-2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.01934853067379,2,8,1
1023,"-2:-1|-1:1|1:-2|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.19016892392373,3,8,1
1024,"-2:-1|-1:1|0:-2|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.18951165296178,4,8,1
1025,"-2:-1|-1:-2|-1:1|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.10732621144911,3,8,1
1026,"-1:-1|0:2|1:2|2:-2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.04295532842377,2,8,1
1027,"-1:-1|-1:2|1:2|2:-2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.14295532842377,3,8,1
1028,"-1:-1|-1:2|0:2|2:-2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.04229805746182,3,8,1
1029,"-2:-1|-2:0|-1:0|2:-2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,1.79574173292382,1,8,1
1030,"-1:0|0:-1|1:-2|2:2",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,1.97924171636038,1,8,1
1031,"-1:-1|0:-1|1:-2|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.92000580163574,1,8,1
1032,"-1:-2|0:-1|1:-2|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,1.9607698869111,1,8,1
1033,"-2:-1|-1:0|1:2|2:-2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.10284851411036,1,8,1
1034,"-2:-1|-1:0|0:2|2:-2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.10219124314841,2,8,1
